Date;Value
01-01-2008;13.163
01-01-2009;0
01-01-2010;0
01-01-2011;26.159
01-01-2012;29.024
01-01-2013;49.349
01-01-2014;39.062
01-01-2015;0
01-01-2016;12.252
01-01-2017;84.056
01-01-2018;69.710
01-01-2019;126.382
01-01-2020;105.292
01-01-2021;91
01-01-2022;118.125
