Date;Value
01-01-2008;41.579
01-01-2009;0
01-01-2010;0
01-01-2011;53.161
01-01-2012;51.853
01-01-2013;67.055
01-01-2014;77.127
01-01-2015;5.397
01-01-2016;26.846
01-01-2017;135.936
01-01-2018;103.646
01-01-2019;167.695
01-01-2020;141.286
01-01-2021;120.656
01-01-2022;130.423
