Date;Value
01-01-2008;1038.70
01-01-2009;1176.61
01-01-2010;1328.75
01-01-2011;1753.24
01-01-2012;1886.14
01-01-2013;1868.21
01-01-2014;2181.42
01-01-2015;2448.35
01-01-2016;2657.78
01-01-2017;3069.93
01-01-2018;3574.61
01-01-2019;4257.77
01-01-2020;4268.63
01-01-2021;5479.25
01-01-2022;6489.38
