Date;Value
01-01-2015;-9.041
01-01-2016;-13.948
01-01-2017;-17.059
01-01-2018;-21.206
01-01-2019;-21.233
01-01-2020;-16.210
01-01-2021;-21.433
01-01-2022;-110.830
