Date;Value
01-01-2009;7.231
01-01-2010;1.480
01-01-2011;4.819
01-01-2012;63.804
01-01-2013;80
01-01-2014;85.930
01-01-2015;77.010
01-01-2016;98.849
01-01-2017;96.491
01-01-2018;93.503
01-01-2019;40.055
01-01-2020;39.231
01-01-2021;43.900
01-01-2022;38.316
