Date;Value
01-01-2008;63.808
01-01-2009;78.261
01-01-2010;106.343
01-01-2011;139.535
01-01-2012;181.918
01-01-2013;250.484
01-01-2014;314.011
01-01-2015;379.105
01-01-2016;466.951
01-01-2017;573.253
01-01-2018;564.353
01-01-2019;557.600
01-01-2020;572.960
01-01-2021;667.079
01-01-2022;665.894
