Date;Value
01-01-2008;761.13
01-01-2009;198.42
01-01-2010;255.03
01-01-2011;342.60
01-01-2012;375.82
01-01-2013;352.21
01-01-2014;411.32
01-01-2015;491.38
01-01-2016;491.02
01-01-2017;762.4
01-01-2018;995.54
01-01-2019;1185.03
01-01-2020;1091.38
01-01-2021;1552.43
01-01-2022;1669.48
