Date;Value
01-01-2008;1604.65
01-01-2009;987.53
01-01-2010;1376.64
01-01-2011;2007.58
01-01-2012;2420.51
01-01-2013;2535.26
01-01-2014;2857.96
01-01-2015;3159.99
01-01-2016;2863.5
01-01-2017;4061.36
01-01-2018;6060.35
01-01-2019;6024.87
01-01-2020;3872.85
01-01-2021;7240.35
01-01-2022;10843.13
