Date;Value
01-01-2008;3571.924
01-01-2009;2502.596
01-01-2010;3174.306
01-01-2011;4480.463
01-01-2012;5165.135
01-01-2013;5366.627
01-01-2014;6214.906
01-01-2015;6880.45
01-01-2016;6929.136
01-01-2017;9161.96
01-01-2018;11926.756
01-01-2019;12611.818
01-01-2020;10978.795
01-01-2021;15879.813
01-01-2022;19428.913
