Date;Value
01-01-2008;45.59
01-01-2009;77.93
01-01-2010;94.29
01-01-2011;107.06
01-01-2012;111.25
01-01-2013;110.59
01-01-2014;57.54
01-01-2015;37.57
01-01-2016;56.73
01-01-2017;66.60
01-01-2018;54.14
01-01-2019;66
01-01-2020;47.64
01-01-2021;77.89
01-01-2022;85.61
