Date;Value
01-01-2008;13.28
01-01-2009;8.8
01-01-2010;8.78
01-01-2011;6.1
01-01-2012;6.58
01-01-2013;6.45
01-01-2014;11.36
01-01-2015;12.91
01-01-2016;5.38
01-01-2017;2.52
01-01-2018;4.27
01-01-2019;3.05
01-01-2020;4.97
01-01-2021;8.39
01-01-2022;11.92
