Date;Value
01-01-2008;41.28
01-01-2009;38.81
01-01-2010;46.31
01-01-2011;60.11
01-01-2012;68.10
01-01-2013;72.99
01-01-2014;79.03
01-01-2015;83.09
01-01-2016;85.62
01-01-2017;91.84
01-01-2018;103.86
01-01-2019;109.61
01-01-2020;107.39
01-01-2021;131.01
01-01-2022;155.19
