Date;Value
01-01-2008;97.95
01-01-2009;106.28
01-01-2010;129.74
01-01-2011;143.85
01-01-2012;159.52
01-01-2013;174.48
01-01-2014;198.1
01-01-2015;202.8
01-01-2016;237.9
01-01-2017;238.2
01-01-2018;257.6
01-01-2019;267.9
01-01-2020;262.3
01-01-2021;653
01-01-2022;1267.6
